## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
PAPPA	ENST00000328252	1.6130e-01	2.3578e-01	1.6000e-01	3.5400e-01
TTN	ENST00000589042	2.5582e-96	3.2680e-01	3.0100e-01	3.5400e-01
TUBGCP3	ENST00000261965	4.5520e-01	2.2263e-01	1.4400e-01	3.5400e-01
MIA3	ENST00000344922	3.6750e-02	2.4586e-01	1.7300e-01	3.5400e-01
COLEC12	ENST00000400256	9.0761e-01	1.6831e-01	8.7000e-02	3.5400e-01
ARL8A	ENST00000272217	9.4173e-01	7.4615e-02	2.6000e-02	3.5400e-01
ZNF362	ENST00000539719	9.4115e-01	1.1247e-01	4.5000e-02	3.5400e-01
EIF4E	ENST00000505992	9.4133e-01	1.1242e-01	4.5000e-02	3.5400e-01
LCORL	ENST00000382226	9.2374e-01	1.5469e-01	7.5000e-02	3.5400e-01
ST3GAL2	ENST00000393640	9.4170e-01	1.1231e-01	4.5000e-02	3.5400e-01
RNF19B	ENST00000373456	9.2372e-01	1.5470e-01	7.5000e-02	3.5400e-01
DIP2A	ENST00000417564	1.1301e-01	2.3870e-01	1.6400e-01	3.5400e-01
RAF1	ENST00000251849	8.5295e-01	1.8859e-01	1.0600e-01	3.5400e-01
ELOVL5	ENST00000541407	9.3341e-01	1.3737e-01	6.2000e-02	3.5500e-01
XRN2	ENST00000377191	3.4851e-01	2.2724e-01	1.4900e-01	3.5500e-01
SLC24A3	ENST00000328041	8.7946e-01	1.8007e-01	9.8000e-02	3.5500e-01
JMJD6	ENST00000445478	9.3353e-01	1.3734e-01	6.2000e-02	3.5500e-01
PLP1	ENST00000418604	9.2845e-01	0.0000e+00	0.0000e+00	3.5500e-01
CADM3	ENST00000368124	9.3386e-01	1.3725e-01	6.2000e-02	3.5500e-01
SPCS2	ENST00000263672	9.2879e-01	0.0000e+00	0.0000e+00	3.5500e-01
UBE2H	ENST00000355621	9.4063e-01	7.4910e-02	2.6000e-02	3.5500e-01
BMPR1A	ENST00000372037	9.0333e-01	1.6907e-01	8.7000e-02	3.5500e-01
PSMC5	ENST00000310144	9.3308e-01	1.3746e-01	6.2000e-02	3.5500e-01
CD19	ENST00000538922	9.0496e-01	1.6879e-01	8.7000e-02	3.5500e-01
FLT3LG	ENST00000594009	9.4040e-01	7.4973e-02	2.6000e-02	3.5600e-01
GRIP1	ENST00000398016	5.0828e-01	2.1998e-01	1.4000e-01	3.5600e-01
WWTR1	ENST00000465804	9.3914e-01	1.1308e-01	4.5000e-02	3.5600e-01
ZNF326	ENST00000340281	9.0182e-01	1.6934e-01	8.7000e-02	3.5600e-01
KCNQ3	ENST00000388996	8.0089e-01	1.9730e-01	1.1500e-01	3.5600e-01
CALM3	ENST00000291295	9.2749e-01	0.0000e+00	0.0000e+00	3.5700e-01
GID8	ENST00000266069	9.3963e-01	7.5178e-02	2.6000e-02	3.5700e-01
SPTBN2	ENST00000533211	9.9268e-05	2.6809e-01	2.0300e-01	3.5700e-01
RCC1	ENST00000373831	9.3109e-01	1.3799e-01	6.2000e-02	3.5700e-01
EPHA6	ENST00000389672	6.7037e-01	2.1034e-01	1.2900e-01	3.5700e-01
FER	ENST00000281092	6.6330e-01	2.1072e-01	1.2900e-01	3.5700e-01
YWHAZ	ENST00000395957	9.3965e-01	7.5172e-02	2.6000e-02	3.5700e-01
GRB2	ENST00000392562	9.3934e-01	7.5256e-02	2.6000e-02	3.5700e-01
IPO8	ENST00000256079	2.3440e-01	2.3246e-01	1.5500e-01	3.5800e-01
SUV39H2	ENST00000354919	9.2921e-01	1.3848e-01	6.2000e-02	3.5800e-01
SVIL	ENST00000375398	8.6302e-04	2.6230e-01	1.9400e-01	3.5800e-01
OSBPL11	ENST00000296220	8.3432e-01	1.9054e-01	1.0700e-01	3.5800e-01
MIER2	ENST00000264819	8.9593e-01	1.7034e-01	8.8000e-02	3.5800e-01
UBE2Z	ENST00000360943	9.3838e-01	7.5509e-02	2.6000e-02	3.5800e-01
NFATC4	ENST00000413692	8.6790e-01	1.8160e-01	9.8000e-02	3.5800e-01
LCT	ENST00000264162	5.9849e-02	2.4370e-01	1.6900e-01	3.5800e-01
NTNG1	ENST00000370068	9.1670e-01	1.5624e-01	7.6000e-02	3.5800e-01
FIP1L1	ENST00000337488	7.8890e-01	1.9826e-01	1.1500e-01	3.5800e-01
ATP6V1A	ENST00000273398	8.6801e-01	1.8158e-01	9.8000e-02	3.5800e-01
TMEM194A	ENST00000300128	9.1617e-01	1.5636e-01	7.6000e-02	3.5800e-01
RNF103	ENST00000237455	8.9697e-01	1.7016e-01	8.8000e-02	3.5800e-01
WSB2	ENST00000315436	9.2938e-01	1.3844e-01	6.2000e-02	3.5800e-01
KTN1	ENST00000395314	6.4543e-03	2.5557e-01	1.8400e-01	3.5900e-01
FNBP1	ENST00000446176	8.2844e-01	1.9112e-01	1.0800e-01	3.5900e-01
PPTC7	ENST00000354300	9.3813e-01	7.5576e-02	2.6000e-02	3.5900e-01
CANX	ENST00000247461	8.6635e-01	1.8179e-01	9.9000e-02	3.5900e-01
KDM5D	ENST00000317961	9.2793e-01	1.3882e-01	6.2000e-02	3.5900e-01
CRTC3	ENST00000268184	8.6585e-01	1.8186e-01	9.9000e-02	3.5900e-01
SOX4	ENST00000244745	9.2656e-01	0.0000e+00	0.0000e+00	3.5900e-01
TNFRSF8	ENST00000263932	8.6407e-01	1.8208e-01	9.9000e-02	3.5900e-01
MAP2K6	ENST00000590474	9.1334e-01	1.5695e-01	7.6000e-02	3.5900e-01
FMNL3	ENST00000335154	4.6549e-01	2.2184e-01	1.4100e-01	3.5900e-01
FAM83H	ENST00000388913	8.9239e-01	1.7092e-01	8.8000e-02	3.5900e-01
GPR125	ENST00000334304	2.9336e-01	2.2977e-01	1.5100e-01	3.5900e-01
NXPH2	ENST00000272641	9.2646e-01	0.0000e+00	0.0000e+00	3.5900e-01
PIK3C2A	ENST00000265970	1.0126e-02	2.5355e-01	1.8100e-01	3.5900e-01
ZNF628	ENST00000598519	9.1268e-01	1.5709e-01	7.6000e-02	3.5900e-01
EDC4	ENST00000358933	1.0610e-01	2.4008e-01	1.6300e-01	3.6000e-01
FAXC	ENST00000389677	9.3484e-01	1.1434e-01	4.6000e-02	3.6000e-01
SEPT5	ENST00000455784	9.2671e-01	1.3913e-01	6.2000e-02	3.6000e-01
RASGRF2	ENST00000265080	1.5243e-01	2.3699e-01	1.5900e-01	3.6000e-01
RAVER1	ENST00000293677	9.1101e-01	1.5743e-01	7.7000e-02	3.6000e-01
IL7	ENST00000263851	9.2574e-01	0.0000e+00	0.0000e+00	3.6000e-01
ADRBK2	ENST00000324198	7.1059e-01	2.0625e-01	1.2300e-01	3.6000e-01
PDCD6IP	ENST00000457054	7.0554e-01	2.0656e-01	1.2400e-01	3.6000e-01
ALYREF	ENST00000505490	9.2567e-01	0.0000e+00	0.0000e+00	3.6000e-01
ETNK1	ENST00000266517	9.2558e-01	1.3941e-01	6.2000e-02	3.6000e-01
SMC1B	ENST00000357450	1.0410e-01	2.4027e-01	1.6300e-01	3.6000e-01
NR4A3	ENST00000330847	9.1260e-01	1.5711e-01	7.6000e-02	3.6000e-01
PARD6B	ENST00000371610	9.2583e-01	0.0000e+00	0.0000e+00	3.6000e-01
RAB5C	ENST00000547517	9.3717e-01	7.5825e-02	2.6000e-02	3.6000e-01
CCNB3	ENST00000376042	8.5850e-01	1.8277e-01	9.9000e-02	3.6100e-01
DDX23	ENST00000308025	5.4199e-01	2.1781e-01	1.3600e-01	3.6100e-01
PPP2R3A	ENST00000264977	6.2349e-01	2.1280e-01	1.3000e-01	3.6100e-01
TRAM1	ENST00000262213	9.2506e-01	1.3954e-01	6.3000e-02	3.6100e-01
MOSPD1	ENST00000370783	9.2491e-01	0.0000e+00	0.0000e+00	3.6100e-01
E2F8	ENST00000527884	8.1778e-01	1.9215e-01	1.0800e-01	3.6100e-01
ABR	ENST00000302538	6.2738e-01	2.1260e-01	1.3000e-01	3.6100e-01
ZIC3	ENST00000287538	9.2495e-01	0.0000e+00	0.0000e+00	3.6100e-01
BZRAP1	ENST00000343736	8.4400e-03	2.5493e-01	1.8200e-01	3.6100e-01
AES	ENST00000221561	9.3594e-01	7.6146e-02	2.6000e-02	3.6100e-01
POT1	ENST00000357628	8.5343e-01	1.8339e-01	9.9000e-02	3.6200e-01
CAPZA1	ENST00000263168	9.3292e-01	1.1488e-01	4.6000e-02	3.6200e-01
GAS7	ENST00000432992	8.5230e-01	1.8352e-01	9.9000e-02	3.6200e-01
SMURF1	ENST00000361125	6.1180e-01	2.1340e-01	1.3100e-01	3.6200e-01
WDR13	ENST00000218056	9.3514e-01	7.6352e-02	2.6000e-02	3.6200e-01
DHX40	ENST00000251241	7.5560e-01	2.0079e-01	1.1700e-01	3.6200e-01
E2F5	ENST00000416274	9.3500e-01	7.6387e-02	2.6000e-02	3.6200e-01
TNS1	ENST00000171887	5.9861e-02	2.4471e-01	1.6800e-01	3.6300e-01
MARK1	ENST00000366917	6.0045e-01	2.1398e-01	1.3100e-01	3.6300e-01
FOXN3	ENST00000345097	9.3167e-01	1.1524e-01	4.6000e-02	3.6300e-01
PGAP2	ENST00000278243	9.3451e-01	7.6514e-02	2.6000e-02	3.6300e-01
RIMBP2	ENST00000261655	6.7813e-01	2.0820e-01	1.2500e-01	3.6300e-01
MPHOSPH10	ENST00000244230	8.4847e-01	1.8398e-01	1.0000e-01	3.6300e-01
SEPT6	ENST00000343984	9.3177e-01	1.1521e-01	4.6000e-02	3.6300e-01
TUBB2A	ENST00000333628	9.3478e-01	7.6444e-02	2.6000e-02	3.6300e-01
ADAM22	ENST00000265727	2.5101e-01	2.3195e-01	1.5200e-01	3.6300e-01
SENP3	ENST00000429205	8.4821e-01	1.8401e-01	1.0000e-01	3.6300e-01
USP27X	ENST00000508866	9.2373e-01	0.0000e+00	0.0000e+00	3.6300e-01
MEX3D	ENST00000402693	9.2303e-01	0.0000e+00	0.0000e+00	3.6400e-01
DCTN1	ENST00000361874	8.4251e-02	2.4241e-01	1.6500e-01	3.6400e-01
PAFAH1B2	ENST00000527958	9.3401e-01	7.6641e-02	2.6000e-02	3.6400e-01
FUBP3	ENST00000319725	7.9825e-01	1.9394e-01	1.0900e-01	3.6400e-01
SRRT	ENST00000347433	5.9362e-01	2.1433e-01	1.3100e-01	3.6400e-01
COL4A3BP	ENST00000380494	6.6702e-01	2.0885e-01	1.2500e-01	3.6400e-01
SNX13	ENST00000428135	4.0328e-01	2.2466e-01	1.4300e-01	3.6400e-01
CDH4	ENST00000360469	7.4348e-01	2.0166e-01	1.1700e-01	3.6400e-01
MTA2	ENST00000278823	7.4479e-01	2.0157e-01	1.1700e-01	3.6400e-01
ACTA2	ENST00000458208	9.3017e-01	1.1565e-01	4.6000e-02	3.6400e-01
ZIC1	ENST00000282928	9.3378e-01	7.6697e-02	2.6000e-02	3.6400e-01
TBC1D20	ENST00000354200	9.3074e-01	1.1549e-01	4.6000e-02	3.6400e-01
CAMK2B	ENST00000395749	7.3914e-01	2.0197e-01	1.1800e-01	3.6400e-01
DDX27	ENST00000371764	5.8326e-01	2.1486e-01	1.3200e-01	3.6400e-01
ORC2	ENST00000234296	8.4443e-01	1.8445e-01	1.0000e-01	3.6400e-01
ZAP70	ENST00000264972	8.7696e-01	1.7332e-01	9.0000e-02	3.6400e-01
PTPN14	ENST00000366956	2.2055e-01	2.3370e-01	1.5300e-01	3.6500e-01
FAM13B	ENST00000033079	4.8745e-01	2.2036e-01	1.3800e-01	3.6500e-01
MMP2	ENST00000219070	8.3878e-01	1.8509e-01	1.0000e-01	3.6500e-01
STRN	ENST00000263918	6.6061e-01	2.0923e-01	1.2500e-01	3.6500e-01
TRMT1L	ENST00000367506	7.9653e-01	1.9409e-01	1.0900e-01	3.6500e-01
IPPK	ENST00000287996	8.7410e-01	1.7374e-01	9.0000e-02	3.6500e-01
DMTN	ENST00000523266	9.0082e-01	1.5944e-01	7.8000e-02	3.6500e-01
LRRC16A	ENST00000329474	3.3641e-02	2.4885e-01	1.7300e-01	3.6500e-01
FCHSD2	ENST00000409418	5.6618e-01	2.1572e-01	1.3200e-01	3.6600e-01
MDH1	ENST00000539945	9.2765e-01	1.1634e-01	4.7000e-02	3.6600e-01
MEGF8	ENST00000334370	1.9329e-05	2.7590e-01	2.1000e-01	3.6600e-01
PJA1	ENST00000361478	9.2754e-01	1.1637e-01	4.7000e-02	3.6600e-01
EIF3L	ENST00000412331	8.3781e-01	1.8520e-01	1.0000e-01	3.6600e-01
PEX26	ENST00000329627	9.3189e-01	7.7175e-02	2.6000e-02	3.6600e-01
NTF3	ENST00000423158	9.3201e-01	7.7145e-02	2.6000e-02	3.6600e-01
PRKG2	ENST00000395578	6.4685e-01	2.1002e-01	1.2600e-01	3.6600e-01
LTN1	ENST00000389194	8.4038e-03	2.5641e-01	1.8200e-01	3.6600e-01
PRDM10	ENST00000358825	1.5304e-01	2.3766e-01	1.5800e-01	3.6600e-01
PVRL3	ENST00000485303	9.1574e-01	1.4179e-01	6.4000e-02	3.6600e-01
DGKD	ENST00000264057	7.2171e-02	2.4397e-01	1.6600e-01	3.6600e-01
CDH9	ENST00000231021	8.3147e-01	1.8591e-01	1.0100e-01	3.6700e-01
NPAT	ENST00000278612	2.8233e-01	2.3059e-01	1.4900e-01	3.6700e-01
ZNF469	ENST00000437464	7.1866e-01	2.0339e-01	1.1800e-01	3.6700e-01
WDR20	ENST00000454394	9.1532e-01	1.4189e-01	6.4000e-02	3.6700e-01
HIPK3	ENST00000303296	2.7733e-01	2.3086e-01	1.4900e-01	3.6700e-01
ARHGDIG	ENST00000219409	9.2154e-01	0.0000e+00	0.0000e+00	3.6700e-01
MOB4	ENST00000323303	9.3103e-01	7.7389e-02	2.7000e-02	3.6700e-01
TRPC4AP	ENST00000252015	5.5209e-01	2.1643e-01	1.3300e-01	3.6700e-01
GABRA1	ENST00000428797	9.1489e-01	1.4198e-01	6.4000e-02	3.6700e-01
ADAMTS1	ENST00000284984	7.1601e-01	2.0357e-01	1.1800e-01	3.6700e-01
KCNH7	ENST00000332142	2.8183e-01	2.3061e-01	1.4900e-01	3.6700e-01
IP6K1	ENST00000321599	9.2674e-01	1.1658e-01	4.7000e-02	3.6700e-01
CYLC1	ENST00000329312	9.3145e-01	7.7287e-02	2.6000e-02	3.6700e-01
DGKA	ENST00000331886	4.6072e-01	2.2163e-01	1.3900e-01	3.6700e-01
MRAS	ENST00000289104	9.2111e-01	0.0000e+00	0.0000e+00	3.6800e-01
FAM214A	ENST00000261844	4.4520e-01	2.2238e-01	1.3900e-01	3.6800e-01
RGS7	ENST00000366565	7.7696e-01	1.9579e-01	1.1000e-01	3.6800e-01
DR1	ENST00000370272	9.2117e-01	0.0000e+00	0.0000e+00	3.6800e-01
IGSF3	ENST00000369483	2.6474e-01	2.3156e-01	1.5000e-01	3.6800e-01
OXSR1	ENST00000311806	7.7444e-01	1.9600e-01	1.1000e-01	3.6800e-01
RPS19	ENST00000598742	9.2111e-01	0.0000e+00	0.0000e+00	3.6800e-01
DTNA	ENST00000598334	6.3459e-01	2.1072e-01	1.2600e-01	3.6800e-01
BIN1	ENST00000316724	7.7822e-01	1.9568e-01	1.1000e-01	3.6800e-01
CALM2	ENST00000272298	9.2086e-01	0.0000e+00	0.0000e+00	3.6800e-01
NFRKB	ENST00000524794	1.3431e-01	2.3920e-01	1.5900e-01	3.6800e-01
PRDM12	ENST00000253008	9.3018e-01	7.7602e-02	2.7000e-02	3.6800e-01
RPSA	ENST00000301821	9.3037e-01	7.7555e-02	2.7000e-02	3.6800e-01
SMEK2	ENST00000345102	7.0636e-01	2.0422e-01	1.1900e-01	3.6800e-01
NCKAP5L	ENST00000335999	6.3200e-01	2.1087e-01	1.2600e-01	3.6800e-01
GPC4	ENST00000370828	9.2613e-01	1.1675e-01	4.7000e-02	3.6800e-01
SRSF6	ENST00000244020	9.1099e-01	1.4287e-01	6.4000e-02	3.6900e-01
LPPR4	ENST00000370185	8.6104e-01	1.7560e-01	9.1000e-02	3.6900e-01
DGKB	ENST00000403951	5.2991e-01	2.1756e-01	1.3300e-01	3.6900e-01
POGK	ENST00000367875	8.9187e-01	1.6110e-01	7.8000e-02	3.6900e-01
USO1	ENST00000538159	3.3417e-01	2.2805e-01	1.4500e-01	3.6900e-01
DMBX1	ENST00000360032	9.2957e-01	7.7753e-02	2.7000e-02	3.6900e-01
SLC25A28	ENST00000370495	9.2954e-01	7.7759e-02	2.7000e-02	3.6900e-01
GABPB1	ENST00000220429	9.1121e-01	1.4282e-01	6.4000e-02	3.6900e-01
PTBP3	ENST00000458258	8.6295e-01	1.7533e-01	9.1000e-02	3.6900e-01
SNX9	ENST00000392185	7.0610e-01	2.0424e-01	1.1900e-01	3.6900e-01
TLL1	ENST00000061240	1.7306e-01	2.3689e-01	1.5500e-01	3.7000e-01
PSD4	ENST00000245796	4.2272e-01	2.2348e-01	1.4000e-01	3.7000e-01
HMX3	ENST00000357878	9.1992e-01	0.0000e+00	0.0000e+00	3.7000e-01
BBX	ENST00000325805	5.1752e-01	2.1819e-01	1.3400e-01	3.7000e-01
POU4F3	ENST00000230732	9.1964e-01	0.0000e+00	0.0000e+00	3.7000e-01
CDC37	ENST00000222005	9.0925e-01	1.4326e-01	6.4000e-02	3.7000e-01
RPS27A	ENST00000272317	9.1944e-01	0.0000e+00	0.0000e+00	3.7000e-01
SACM1L	ENST00000389061	6.9536e-01	2.0496e-01	1.1900e-01	3.7000e-01
SLC13A4	ENST00000354042	8.1559e-01	1.8761e-01	1.0200e-01	3.7000e-01
PLXNB3	ENST00000538966	2.3163e-01	2.3354e-01	1.5100e-01	3.7100e-01
TFAP2C	ENST00000201031	9.2204e-01	1.1782e-01	4.7000e-02	3.7100e-01
APBB1IP	ENST00000376236	8.5443e-01	1.7649e-01	9.1000e-02	3.7100e-01
FNBP1L	ENST00000271234	7.5392e-01	1.9769e-01	1.1100e-01	3.7100e-01
AMER1	ENST00000330258	8.5380e-01	1.7658e-01	9.1000e-02	3.7100e-01
PIGR	ENST00000356495	8.1331e-01	1.8784e-01	1.0200e-01	3.7100e-01
PIEZO2	ENST00000503781	8.0992e-07	2.8486e-01	2.2000e-01	3.7100e-01
PPARGC1B	ENST00000309241	5.0321e-01	2.1892e-01	1.3400e-01	3.7100e-01
SEZ6L	ENST00000248933	5.0741e-01	2.1871e-01	1.3400e-01	3.7100e-01
DSTYK	ENST00000367162	5.1262e-01	2.1844e-01	1.3400e-01	3.7100e-01
B4GALT6	ENST00000306851	9.0783e-01	1.4357e-01	6.4000e-02	3.7100e-01
GABRA5	ENST00000335625	9.0535e-01	1.4412e-01	6.5000e-02	3.7200e-01
NLGN1	ENST00000457714	8.5276e-01	1.7672e-01	9.1000e-02	3.7200e-01
PHLDB1	ENST00000361417	1.0667e-01	2.4190e-01	1.6100e-01	3.7200e-01
SYNE2	ENST00000358025	1.6503e-25	3.1954e-01	2.7400e-01	3.7200e-01
SYT11	ENST00000368324	9.2676e-01	7.8438e-02	2.7000e-02	3.7200e-01
PCDH9	ENST00000544246	8.0865e-01	1.8832e-01	1.0200e-01	3.7200e-01
HAS3	ENST00000306560	8.8316e-01	1.6262e-01	7.9000e-02	3.7200e-01
RP11-793H13.10	ENST00000591834	8.8400e-01	1.6248e-01	7.9000e-02	3.7200e-01
MAP4K3	ENST00000263881	1.0987e-01	2.4156e-01	1.6100e-01	3.7200e-01
KCNK12	ENST00000327876	9.1853e-01	0.0000e+00	0.0000e+00	3.7200e-01
TERF1	ENST00000276603	9.0655e-01	1.4385e-01	6.5000e-02	3.7200e-01
PTPN23	ENST00000265562	3.1312e-02	2.5090e-01	1.7200e-01	3.7200e-01
ERO1L	ENST00000395686	8.0854e-01	1.8833e-01	1.0200e-01	3.7200e-01
TCF12	ENST00000438423	6.7602e-01	2.0623e-01	1.2000e-01	3.7200e-01
ZDHHC8	ENST00000405930	8.5288e-01	1.7670e-01	9.1000e-02	3.7200e-01
GNAS	ENST00000371100	6.8076e-01	2.0592e-01	1.2000e-01	3.7200e-01
LIN52	ENST00000555028	9.1836e-01	0.0000e+00	0.0000e+00	3.7200e-01
STAM	ENST00000377524	8.5048e-01	1.7702e-01	9.2000e-02	3.7200e-01
GAD2	ENST00000376261	7.5083e-01	1.9793e-01	1.1200e-01	3.7200e-01
ANAPC7	ENST00000455511	8.4850e-01	1.7728e-01	9.2000e-02	3.7300e-01
CCDC112	ENST00000379611	8.4869e-01	1.7725e-01	9.2000e-02	3.7300e-01
NRD1	ENST00000354831	4.4066e-02	2.4897e-01	1.6900e-01	3.7300e-01
DOCK11	ENST00000276202	1.2097e-02	2.5652e-01	1.7900e-01	3.7300e-01
PHKA2	ENST00000379942	3.8390e-01	2.2546e-01	1.4100e-01	3.7300e-01
CNTN1	ENST00000551295	1.5131e-01	2.3862e-01	1.5700e-01	3.7300e-01
CD47	ENST00000361309	9.1924e-01	1.1853e-01	4.7000e-02	3.7300e-01
NR1H3	ENST00000467728	9.0374e-01	1.4446e-01	6.5000e-02	3.7300e-01
TRPC4	ENST00000379681	4.8205e-01	2.2001e-01	1.3500e-01	3.7300e-01
AKAP1	ENST00000337714	7.4238e-01	1.9860e-01	1.1200e-01	3.7300e-01
FAM46A	ENST00000320172	9.2482e-01	7.8905e-02	2.7000e-02	3.7400e-01
KANSL2	ENST00000420613	8.7965e-01	1.6322e-01	7.9000e-02	3.7400e-01
RNF43	ENST00000584437	7.3452e-01	1.9922e-01	1.1200e-01	3.7400e-01
KAT2A	ENST00000225916	5.7331e-01	2.1416e-01	1.2800e-01	3.7400e-01
ANLN	ENST00000265748	1.4261e-01	2.3938e-01	1.5700e-01	3.7400e-01
BACE1	ENST00000313005	8.7888e-01	1.6335e-01	7.9000e-02	3.7400e-01
GPR143	ENST00000467482	9.2526e-01	7.8800e-02	2.7000e-02	3.7400e-01
MSANTD2	ENST00000239614	9.0277e-01	1.4467e-01	6.5000e-02	3.7400e-01
KCNT2	ENST00000294725	4.1658e-02	2.4954e-01	1.7000e-01	3.7400e-01
RSBN1L	ENST00000334955	7.9546e-01	1.8964e-01	1.0300e-01	3.7400e-01
DGKH	ENST00000337343	2.6429e-02	2.5254e-01	1.7400e-01	3.7400e-01
MYO10	ENST00000513610	3.1562e-05	2.7841e-01	2.0900e-01	3.7400e-01
SECISBP2L	ENST00000559471	2.8500e-01	2.3075e-01	1.4700e-01	3.7400e-01
FHOD3	ENST00000257209	6.6509e-02	2.4601e-01	1.6600e-01	3.7400e-01
XIAP	ENST00000371199	9.1837e-01	1.1875e-01	4.8000e-02	3.7400e-01
ZC3H15	ENST00000337859	9.0263e-01	1.4470e-01	6.5000e-02	3.7400e-01
MFAP1	ENST00000267812	7.9602e-01	1.8959e-01	1.0300e-01	3.7400e-01
DNMT3B	ENST00000328111	1.9964e-01	2.3568e-01	1.5200e-01	3.7500e-01
SNAP23	ENST00000249647	9.2412e-01	7.9073e-02	2.7000e-02	3.7500e-01
PPP2R2D	ENST00000455566	9.1708e-01	1.1907e-01	4.8000e-02	3.7500e-01
NHSL1	ENST00000427025	4.6052e-01	2.2114e-01	1.3500e-01	3.7500e-01
STRAP	ENST00000419869	9.0143e-01	1.4495e-01	6.5000e-02	3.7500e-01
SLC29A1	ENST00000393841	9.0069e-01	1.4511e-01	6.5000e-02	3.7500e-01
SLC9A1	ENST00000263980	7.9049e-01	1.9013e-01	1.0300e-01	3.7500e-01
WASL	ENST00000223023	8.7654e-01	1.6374e-01	8.0000e-02	3.7500e-01
TRIM11	ENST00000284551	9.1729e-01	1.1902e-01	4.8000e-02	3.7500e-01
DDX19A	ENST00000302243	8.3991e-01	1.7838e-01	9.2000e-02	3.7500e-01
SLC4A10	ENST00000446997	1.3404e-01	2.4017e-01	1.5800e-01	3.7500e-01
RPL17	ENST00000418495	9.2412e-01	7.9071e-02	2.7000e-02	3.7500e-01
EPHB3	ENST00000330394	4.6242e-01	2.2104e-01	1.3500e-01	3.7500e-01
RMND5A	ENST00000283632	8.9983e-01	1.4529e-01	6.5000e-02	3.7500e-01
CHORDC1	ENST00000320585	9.0164e-01	1.4491e-01	6.5000e-02	3.7500e-01
DGKZ	ENST00000454345	3.9507e-02	2.5008e-01	1.7000e-01	3.7500e-01
SLAIN1	ENST00000488699	9.0094e-01	1.4505e-01	6.5000e-02	3.7500e-01
CDC25A	ENST00000302506	8.4041e-01	1.7832e-01	9.2000e-02	3.7500e-01
ST14	ENST00000278742	5.6042e-01	2.1488e-01	1.2900e-01	3.7500e-01
PES1	ENST00000354694	7.1904e-01	2.0041e-01	1.1300e-01	3.7600e-01
CACNB1	ENST00000394303	7.8689e-01	1.9048e-01	1.0300e-01	3.7600e-01
CACNG2	ENST00000300105	9.2315e-01	7.9303e-02	2.7000e-02	3.7600e-01
TFEB	ENST00000230323	8.9931e-01	1.4540e-01	6.5000e-02	3.7600e-01
VPS37D	ENST00000324941	9.1622e-01	0.0000e+00	0.0000e+00	3.7600e-01
DENND5A	ENST00000328194	5.7546e-02	2.4758e-01	1.6700e-01	3.7600e-01
HS6ST1	ENST00000259241	9.2349e-01	7.9222e-02	2.7000e-02	3.7600e-01
AKIRIN2	ENST00000257787	9.2355e-01	7.9207e-02	2.7000e-02	3.7600e-01
PPP2R2C	ENST00000335585	8.9954e-01	1.4535e-01	6.5000e-02	3.7600e-01
RPL26	ENST00000584164	9.1630e-01	0.0000e+00	0.0000e+00	3.7600e-01
OTX2	ENST00000339475	9.2344e-01	7.9234e-02	2.7000e-02	3.7600e-01
HNRNPA0	ENST00000314940	9.1616e-01	0.0000e+00	0.0000e+00	3.7600e-01
GRM3	ENST00000361669	7.8458e-01	1.9070e-01	1.0300e-01	3.7600e-01
DDR2	ENST00000367922	5.5030e-01	2.1544e-01	1.2900e-01	3.7600e-01
DMRTA2	ENST00000404795	9.1608e-01	0.0000e+00	0.0000e+00	3.7600e-01
PRPS1	ENST00000372435	9.1542e-01	0.0000e+00	0.0000e+00	3.7700e-01
DSE	ENST00000331677	6.3310e-01	2.0896e-01	1.2200e-01	3.7700e-01
SLITRK5	ENST00000325089	8.7019e-01	1.6478e-01	8.0000e-02	3.7700e-01
TNKS1BP1	ENST00000532437	8.2629e-02	2.4488e-01	1.6300e-01	3.7700e-01
ATXN7L2	ENST00000369870	8.7066e-01	1.6470e-01	8.0000e-02	3.7700e-01
SEC14L1	ENST00000392476	6.3264e-01	2.0899e-01	1.2200e-01	3.7700e-01
